day,month,year,prec,tmin,tmax
16,1,1998,0,7.6,21.8
17,1,1998,0,7.2,23.2
18,1,1998,0,7,19.3
19,1,1998,0,7.2,21
20,1,1998,0,8.2,18.9
21,1,1998,0,8,20.4
22,1,1998,0,8.2,20.3
23,1,1998,0,7.8,25.2
24,1,1998,0,7.6,21.3
25,1,1998,0,5.2,20.9
26,1,1998,0,3.6,18.7
27,1,1998,0,4.8,21.2
28,1,1998,0,5.4,19.7
29,1,1998,0,6.2,19.5
30,1,1998,0,6.2,19.7
31,1,1998,0,7,17.6
1,2,1998,0,8.2,19.1
2,2,1998,0,7.6,18.7
3,2,1998,0,6.8,22.7
4,2,1998,2.6,6.4,20.2
5,2,1998,0,7,20.4
6,2,1998,0,7.2,17.6
7,2,1998,7.5,7,22.1
8,2,1998,0,7.4,21.3
9,2,1998,3.7,8,23.9
10,2,1998,11.2,7.8,21.8
11,2,1998,3.5,8.2,22.5
12,2,1998,0,8,20
13,2,1998,0,7.4,18.6
14,2,1998,0,7.2,18
15,2,1998,1.8,8,17.6
16,2,1998,0,8.2,18
17,2,1998,0,7.2,15.4
18,2,1998,0,7.4,15
19,2,1998,0,8.2,21
20,2,1998,0,7.8,22.4
21,2,1998,0,7.6,21.1
22,2,1998,0,7.2,19.7
23,2,1998,0,8.2,22.1
24,2,1998,0,8,20
25,2,1998,0,7,19.2
26,2,1998,0,6.8,16.7
27,2,1998,0,7.2,20.1
28,2,1998,0,7.4,19.9
1,3,1998,2.5,8.9,18.5
2,3,1998,0,7.2,22.6
3,3,1998,0,7.4,20
4,3,1998,0,8,18.9
5,3,1998,2.5,8.2,21
6,3,1998,0,7.4,20
7,3,1998,0,8.2,20.2
8,3,1998,7.3,7.6,21.9
9,3,1998,0,8.2,22
10,3,1998,0,8.4,19.6
11,3,1998,0,8,18.8
12,3,1998,0,7.8,15.5
13,3,1998,0,7.6,17.2
14,3,1998,0,6.2,18.4
15,3,1998,0,6.8,16.9
16,3,1998,0,7.2,20.1
17,3,1998,0,7.4,20.1
18,3,1998,0,6.8,20.6
19,3,1998,3.4,6.8,21
20,3,1998,0,7.2,22
21,3,1998,4.7,7.4,21.7
22,3,1998,4.7,8.2,19.5
23,3,1998,4.7,8,19.6
24,3,1998,0,8.4,18.3
25,3,1998,0,7.2,21
26,3,1998,9.9,7.4,21.6
27,3,1998,9.9,7,21.6
28,3,1998,0,6.8,21.5
29,3,1998,0,8.2,19.2
30,3,1998,0,8,21.8
31,3,1998,9.9,8.2,22.3
1,4,1998,10.2,7.2,18.8
2,4,1998,4.2,6.8,18.9
3,4,1998,11.2,7.6,21.2
4,4,1998,2.5,8,22.6
5,4,1998,3.9,7.6,22.8
6,4,1998,0.5,8.2,22.4
7,4,1998,0,8,22.4
8,4,1998,0.1,7.6,19.3
9,4,1998,0,6.8,19.7
10,4,1998,0,6.6,18.5
11,4,1998,0,7,19.8
12,4,1998,0,7.2,22.4
13,4,1998,0.1,7.6,21.4
14,4,1998,2,8.2,16.9
15,4,1998,0,7.8,20.4
16,4,1998,0,7.2,20.3
17,4,1998,0,7.4,17.9
18,4,1998,2.6,7.2,19
19,4,1998,1.6,7.8,18.2
20,4,1998,0,8,18.7
21,4,1998,0,8.2,16.6
22,4,1998,0,6.8,20.6
23,4,1998,4.5,7.4,17.6
24,4,1998,15.4,7.2,18.7
25,4,1998,1.5,7.6,18.6
26,4,1998,14.9,8.2,19.6
27,4,1998,0,8,20.4
28,4,1998,0,7.8,18.4
29,4,1998,0,8,22.3
30,4,1998,0,7.8,19.4
1,5,1998,7.6,7.2,17.9
2,5,1998,0.8,7.6,19.2
3,5,1998,13.1,8.2,20.2
4,5,1998,9.9,8,16.7
5,5,1998,3,7.8,16.1
6,5,1998,3.5,7.4,17.3
7,5,1998,15.6,8,17.5
8,5,1998,39,8.2,17.9
9,5,1998,10,7.4,20.1
10,5,1998,8.4,9.2,20
11,5,1998,2.6,9.4,18.8
12,5,1998,0.5,8.8,20
13,5,1998,0,9.2,19.9
14,5,1998,0.8,8.2,20.6
15,5,1998,0,8.4,17.6
16,5,1998,0.6,8.6,18.3
17,5,1998,1.4,8.2,18
18,5,1998,0,9.2,17.2
19,5,1998,0,9,15.9
20,5,1998,0,8.6,16.9
21,5,1998,0,8.2,17.9
22,5,1998,1.5,8,19
23,5,1998,3.4,7.8,18.2
24,5,1998,1.7,8.2,16.2
25,5,1998,0,8.2,19.1
26,5,1998,7.2,7.8,18.2
27,5,1998,2.8,8.4,16.7
28,5,1998,18.3,9.2,19.6
29,5,1998,0,9,19.1
30,5,1998,3.6,8.6,18.7
31,5,1998,12.4,8,18.4
1,6,1998,13.9,7.2,18.4
2,6,1998,11.3,8.4,19.4
3,6,1998,0.5,8.2,18.5
4,6,1998,0.2,8.4,18.8
5,6,1998,1.2,8.8,17.5
6,6,1998,0.3,8,17.4
7,6,1998,2.1,7.8,18.8
8,6,1998,11.2,7.6,18.5
9,6,1998,1.6,7.4,18.4
10,6,1998,0,7.6,19.3
11,6,1998,0,7.2,17.2
12,6,1998,0,7.6,17.6
13,6,1998,0,8.2,15.6
14,6,1998,1.9,8.6,17.6
15,6,1998,18,7.2,18.3
16,6,1998,0.6,6.8,17.6
17,6,1998,0,6.8,18.8
18,6,1998,0,7,19.5
19,6,1998,0.8,7.6,17.6
20,6,1998,0,8.2,19.8
21,6,1998,2.3,7.8,17.5
22,6,1998,0.5,8.6,16.9
23,6,1998,1,8.4,16.9
24,6,1998,0,8,16.9
25,6,1998,0,7.2,17.8
26,6,1998,0,8.4,17.8
27,6,1998,3.7,8,18.4
28,6,1998,3.9,7.8,20.1
29,6,1998,0,8.4,18.2
30,6,1998,0.6,8.6,17.2
1,7,1998,0,6.8,17.8
2,7,1998,0,7.4,19.6
3,7,1998,2.2,8.2,16.1
4,7,1998,24.6,7.2,18.4
5,7,1998,0,7.6,16.4
6,7,1998,0,8.4,16.4
7,7,1998,2.8,8.2,16.5
8,7,1998,0,8,15.8
9,7,1998,8.7,7.4,15
10,7,1998,4.2,7.8,17.5
11,7,1998,0,7.2,18.4
12,7,1998,0,8.2,18.2
13,7,1998,18.4,8.4,17.9
14,7,1998,0.5,7.6,16.6
15,7,1998,0,6.8,16.7
16,7,1998,8.5,7.2,17
17,7,1998,0.5,7.8,17.3
18,7,1998,0,8.2,17.9
19,7,1998,0.9,7.4,17.9
20,7,1998,0,6.8,17.6
21,7,1998,13.6,5.2,17.6
22,7,1998,4,7.4,18.8
23,7,1998,0,8.2,18.1
24,7,1998,0,7.8,16.6
25,7,1998,3.7,7.4,19.5
26,7,1998,0,8.2,19.3
27,7,1998,0.9,7.2,17.5
28,7,1998,0.2,8.2,18.1
29,7,1998,0,7.8,20.3
30,7,1998,2.8,7.2,19.5
31,7,1998,0.2,7.2,17.3
1,8,1998,0,7.2,18.6
2,8,1998,3.5,7.8,17.5
3,8,1998,0,8.2,19.6
4,8,1998,2.5,8,17.2
5,8,1998,0,8.2,15
6,8,1998,2.5,7.8,17.4
7,8,1998,0,7.6,19.1
8,8,1998,0,6.8,17.6
9,8,1998,1.3,7.4,18.4
10,8,1998,0,8.2,18.5
11,8,1998,0,7.4,18
12,8,1998,2.7,8,19.1
13,8,1998,0,8.2,18.9
14,8,1998,4.4,9.2,18.5
15,8,1998,4.6,9,18.8
16,8,1998,9.2,8.6,20.6
17,8,1998,4.2,8.2,17.2
18,8,1998,0,8,17.3
19,8,1998,16.3,7.6,18.1
20,8,1998,1.2,8.2,18.5
21,8,1998,9,7.2,17.8
22,8,1998,0,7.6,17.7
23,8,1998,0,8,17.3
24,8,1998,1,8.2,19
25,8,1998,0.4,7.4,18.5
26,8,1998,0.3,8.2,19.2
27,8,1998,0,8,18.2
28,8,1998,0,7.8,15.8
29,8,1998,0,8.4,17.5
30,8,1998,0,9.2,18.3
31,8,1998,0,8.2,18.1
1,9,1998,0,7.4,20.5
2,9,1998,0.1,8.2,19.2
3,9,1998,0,7.8,17.7
4,9,1998,0,7.4,19
5,9,1998,0.1,8,18.9
6,9,1998,0,8.2,17.4
7,9,1998,11.7,7.6,19.5
8,9,1998,0.9,8.4,19.9
9,9,1998,0,7.2,19.6
10,9,1998,0,6.8,20.1
11,9,1998,2.5,7,21.5
12,9,1998,0.7,8.2,18.9
13,9,1998,0.5,8,18.4
14,9,1998,12.6,8.4,18.5
15,9,1998,0,8.6,17.7
16,9,1998,2.7,8.2,16.8
17,9,1998,0,8.2,16.8
18,9,1998,11.4,8.6,20.2
19,9,1998,6.8,7.4,18.7
20,9,1998,0.7,7.8,15.4
21,9,1998,1.4,8.2,17.8
22,9,1998,2.7,8.4,18.3
23,9,1998,0.7,7.4,21.7
24,9,1998,0,7.8,17.3
25,9,1998,0,6.8,19.4
26,9,1998,3.8,7,18.7
27,9,1998,0,7.2,19.8
28,9,1998,0,8,16.1
29,9,1998,0,8.4,18.2
30,9,1998,6.8,7.8,17.8
1,10,1998,0,7,18.2
2,10,1998,0,6.8,14.5
3,10,1998,0,6.4,18.8
4,10,1998,0,7.2,17.7
5,10,1998,0,5.8,18.4
6,10,1998,0.6,6.8,19.8
7,10,1998,0,4.8,19.8
8,10,1998,0.5,5.2,16.8
9,10,1998,0,5.8,19.1
10,10,1998,0,6,17.4
11,10,1998,0,5.8,18.8
12,10,1998,4.2,6.2,18.1
13,10,1998,0.6,6,19.4
14,10,1998,0.4,7.2,18.9
15,10,1998,7.9,6.8,20.5
16,10,1998,0.4,6.8,17.7
17,10,1998,0,7.2,20.3
18,10,1998,4.4,7,18.4
19,10,1998,0.5,7.6,17.4
20,10,1998,11,5.2,17.5
21,10,1998,0,8.2,17.1
22,10,1998,0,8,17.6
23,10,1998,0.5,7.2,19.9
24,10,1998,15.7,6.8,22.1
25,10,1998,1.9,9.2,19
26,10,1998,0,8.4,20.6
27,10,1998,23.8,9.2,21.5
28,10,1998,0,8.2,19.1
29,10,1998,5.1,7.6,21.4
30,10,1998,0.4,7.2,19.3
31,10,1998,0,8.2,18.9
1,11,1998,0,6.2,19.1
2,11,1998,0,7,19.9
3,11,1998,0,7.2,17.5
4,11,1998,0,7.4,19.3
5,11,1998,0,6.2,19.8
6,11,1998,0,6.8,17.9
7,11,1998,0,7.2,20.2
8,11,1998,0,6.8,20
9,11,1998,0,8.2,20
10,11,1998,0,7.8,18.9
11,11,1998,0.3,6.4,17.9
12,11,1998,0,6.8,18.4
13,11,1998,0,7.4,17.6
14,11,1998,0,8.2,18.5
15,11,1998,0,8,19.2
16,11,1998,0,7.2,19.5
17,11,1998,0,8.2,18.6
18,11,1998,0.2,7.2,20.3
19,11,1998,0,6.8,17.9
20,11,1998,0,5.8,19.1
21,11,1998,0,6.2,18.4
22,11,1998,0,7.2,21.2
23,11,1998,0,8.2,20.5
24,11,1998,0.4,7.6,18.2
25,11,1998,0,7.2,15.8
26,11,1998,0,6.2,17.4
27,11,1998,8.4,5.8,18.5
28,11,1998,0,6.2,18.7
29,11,1998,0,7.2,19
30,11,1998,0,6,22.3
1,12,1998,0,9.1,18.3
2,12,1998,0,8.1,20.3
3,12,1998,14.1,10.5,21.1
4,12,1998,7,11.9,18.3
5,12,1998,7,9.6,20.8
6,12,1998,9.7,9.1,18.1
7,12,1998,0,8.5,19
8,12,1998,0,8.8,19.4
9,12,1998,0,7.3,18.7
10,12,1998,0,7,19.4
11,12,1998,0,7,18.8
12,12,1998,7.9,6.8,17.6
13,12,1998,0,6.8,18.8
14,12,1998,0,7.5,19.1
15,12,1998,0,8.9,20.7
16,12,1998,0,8,21.6
17,12,1998,0,5.3,20.1
18,12,1998,0,4.6,21
19,12,1998,0,8.2,18.6
20,12,1998,0,5.5,19.1
21,12,1998,0,7.1,19.9
22,12,1998,0,6.2,19.4
23,12,1998,0,7.3,21.5
24,12,1998,0,3.7,18.9
25,12,1998,0,6.7,19.1
26,12,1998,0,10.7,17.7
27,12,1998,0,9,17.8
28,12,1998,0,8.7,17.9
29,12,1998,0,8.2,18.2
30,12,1998,0,10.3,16.9
31,12,1998,0,7.1,16.9
1,1,1999,0,5.7,18.3
2,1,1999,0,7.2,20.4
3,1,1999,0,0.7,23.5
4,1,1999,0,5.4,21.5
5,1,1999,0,4.4,21.2
6,1,1999,0,4.2,23.3
7,1,1999,0,9.8,21.7
8,1,1999,0,8.2,19.5
9,1,1999,0,10.6,17
10,1,1999,0,8.2,16.9
11,1,1999,3.3,8.8,19.8
12,1,1999,0,7.8,17.9
13,1,1999,0,4.4,22
14,1,1999,0,2.2,22
15,1,1999,0,3.8,20.5
16,1,1999,0,2.8,22.5
17,1,1999,0,5.4,21.5
18,1,1999,0,6,19.7
19,1,1999,0,4.8,20.4
20,1,1999,0,8.8,20.5
21,1,1999,0,9.2,24.7
22,1,1999,0,8.2,20.8
23,1,1999,0,10,21.3
24,1,1999,0,6.8,21.1
25,1,1999,6.7,6.4,22.8
26,1,1999,1.7,7.7,22.7
27,1,1999,2.9,10.8,21.9
28,1,1999,0,10.6,18.6
29,1,1999,0,9.2,20.9
30,1,1999,0,6,19.8
31,1,1999,0,4.2,26
1,2,1999,7.7,5.4,20.9
2,2,1999,0,9.6,20.6
3,2,1999,0.4,10.2,21.1
4,2,1999,1.6,9,22
5,2,1999,0,9.6,18.8
6,2,1999,0,8.2,21.6
7,2,1999,0,7,21.2
8,2,1999,0,6.4,21
9,2,1999,0,9.2,21.5
10,2,1999,0.3,10.2,21.9
11,2,1999,0.9,8.4,22.6
12,2,1999,0,8.6,19.1
13,2,1999,0,7.6,19.3
14,2,1999,0,6.5,21.7
15,2,1999,8.6,8.4,19.7
16,2,1999,2.5,10,24.2
17,2,1999,19.8,9,21.4
18,2,1999,25.6,10,23.7
19,2,1999,3.6,9,21.9
20,2,1999,4.6,10.2,21.3
21,2,1999,26.7,7.5,22.7
22,2,1999,9.7,10,18.5
23,2,1999,2.5,8.8,18.5
24,2,1999,15.2,9.2,20.4
25,2,1999,0.3,10.2,17.5
26,2,1999,0.2,8.6,19.3
27,2,1999,7.6,11.2,19.9
28,2,1999,17.6,8.1,21.9
1,3,1999,0,7,22.2
2,3,1999,0,9.2,20.9
3,3,1999,0,8.4,20.7
4,3,1999,0,8.8,18.7
5,3,1999,0,9.8,22
6,3,1999,0,6.8,19.1
7,3,1999,4.2,7.9,20.7
8,3,1999,0,5.6,21.1
9,3,1999,0,9.2,19.2
10,3,1999,0,8.6,20.3
11,3,1999,0,6.8,20.7
12,3,1999,0,5.4,19.8
13,3,1999,5.4,7.4,20.2
14,3,1999,0,8.6,18.6
15,3,1999,0,7.6,20.7
16,3,1999,1.8,6,21.8
17,3,1999,12.8,8.2,19.3
18,3,1999,0.7,11,18.1
19,3,1999,14.1,11.6,22.3
20,3,1999,0,9.6,22.2
21,3,1999,5.6,8.2,19
22,3,1999,0,8.6,19.6
23,3,1999,0,7.6,19.5
24,3,1999,0,7,19.2
25,3,1999,0,9.6,17.5
26,3,1999,0,6,18.7
27,3,1999,2.9,5.8,21
28,3,1999,1.3,11.9,16.9
29,3,1999,7.7,6.4,16.5
30,3,1999,0,4,17
31,3,1999,0,9.6,19.2
1,4,1999,4.2,8.8,19.3
2,4,1999,0,9.9,20.2
3,4,1999,0,7.8,18.6
4,4,1999,25.1,8.4,21.2
5,4,1999,0,8,22.1
6,4,1999,0,11,18.7
7,4,1999,0,6.2,19.5
8,4,1999,12,10.4,22
9,4,1999,1.2,6.2,20.4
10,4,1999,7.8,9,20.7
11,4,1999,0.6,8.2,21.7
12,4,1999,0.8,5.8,19.4
13,4,1999,0,10.8,19
14,4,1999,2.2,8.4,20.8
15,4,1999,0.2,11.6,22.4
16,4,1999,0,8.2,22.3
17,4,1999,0,7.4,21
18,4,1999,0,6.3,21.2
19,4,1999,0,4.2,19.8
20,4,1999,0,8,19.7
21,4,1999,1.2,8.4,16.7
22,4,1999,2,7.2,18.9
23,4,1999,1.2,11,17.6
24,4,1999,1.4,6.6,18.3
25,4,1999,0.9,8.2,15.8
26,4,1999,11.8,4,20.3
27,4,1999,0.4,9.4,19.1
28,4,1999,1.6,9.8,21.1
29,4,1999,0,8.4,21
30,4,1999,7.2,8.2,18.6
1,5,1999,0,5.2,19.1
2,5,1999,0,6.6,21.1
3,5,1999,0,6,19
4,5,1999,2.4,7.6,18.1
5,5,1999,1.2,7.8,21.5
6,5,1999,0,5.2,18.5
7,5,1999,1,7.8,18.5
8,5,1999,2.3,9.4,19
9,5,1999,0.4,11.2,21.1
10,5,1999,8,6.4,18.6
11,5,1999,4.3,8.6,18
12,5,1999,1.3,10.4,17
13,5,1999,0.5,7.6,18
14,5,1999,4.1,10.4,17.3
15,5,1999,0,8,16.2
16,5,1999,0,9.8,17.7
17,5,1999,0,8.5,20.9
18,5,1999,0,4.8,19.5
19,5,1999,0,7.2,14
20,5,1999,6.6,9.8,16.8
21,5,1999,5.3,7.8,17.3
22,5,1999,0.8,8.4,17.2
23,5,1999,0,9,18.6
24,5,1999,0,4.2,19.5
25,5,1999,0,3.6,19.5
26,5,1999,0,6.4,21.8
27,5,1999,0.4,7.8,18.6
28,5,1999,0,6.8,18
29,5,1999,0,8.4,18
30,5,1999,7.3,9.7,20.9
31,5,1999,0.8,5.8,17.2
1,6,1999,0.7,5.8,19.4
2,6,1999,0,7.2,19.9
3,6,1999,6.7,5.8,19.1
4,6,1999,8.5,8.6,19.2
5,6,1999,0.1,9,19.8
6,6,1999,1,9.8,18.8
7,6,1999,2.6,8.6,17.7
8,6,1999,1.4,5.8,17.4
9,6,1999,10.7,7.6,19
10,6,1999,0,7,17.1
11,6,1999,0,6.8,15.2
12,6,1999,0,7.4,16.9
13,6,1999,3,9.4,16.8
14,6,1999,13.3,9.9,16.9
15,6,1999,2.3,6.8,17.5
16,6,1999,0,8.4,17.9
17,6,1999,5.1,7.8,17.6
18,6,1999,0,7.6,18.3
19,6,1999,0,6,18.9
20,6,1999,0,12.4,16.9
21,6,1999,0.2,8.2,17.3
22,6,1999,0,7.8,18.5
23,6,1999,0,5,17.3
24,6,1999,1.3,5,16.4
25,6,1999,0,8.4,17.5
26,6,1999,0,9.8,15.7
27,6,1999,12,10.4,16.1
28,6,1999,0.3,9.2,17.3
29,6,1999,0,5,17.3
30,6,1999,0,4.8,18.5
1,7,1999,0,5.2,15.8
2,7,1999,0,7.4,15.7
3,7,1999,0,7.6,18.8
4,7,1999,0,10.6,15.2
5,7,1999,0,4.4,17.8
6,7,1999,0.4,4.4,16.1
7,7,1999,5.3,6.2,17.2
8,7,1999,0,8.4,16.7
9,7,1999,0.1,8.2,18.9
10,7,1999,0,2.4,19.3
11,7,1999,0,5.7,17.9
12,7,1999,0,6,17.4
13,7,1999,0,8.6,18.6
14,7,1999,0,9.2,18.1
15,7,1999,0,3.6,18.4
16,7,1999,0,7,18.9
17,7,1999,0,4.4,16.6
18,7,1999,0,6.9,14.5
19,7,1999,0,8,17.3
20,7,1999,3,6.8,15.2
21,7,1999,5.3,10,17.8
22,7,1999,0.2,6.4,17.6
23,7,1999,0.2,4.8,17.2
24,7,1999,1,7.8,17.4
25,7,1999,0,8.2,20.2
26,7,1999,0,5.8,18.4
27,7,1999,0,7.4,18.3
28,7,1999,12,4.6,18.8
29,7,1999,4.7,4.4,18.5
30,7,1999,2.8,4,17.8
31,7,1999,0,7.2,17
1,8,1999,4.2,3.3,20.7
2,8,1999,0,9,17.4
3,8,1999,0,9.4,19.1
4,8,1999,0,9.2,16
5,8,1999,0,8,18.2
6,8,1999,0,6.6,19.8
7,8,1999,0.8,9.4,17.9
8,8,1999,0,8.2,18
9,8,1999,5,10.6,19.2
10,8,1999,3.3,9.2,21.1
11,8,1999,1,7.8,19.3
12,8,1999,0,5.4,15.9
13,8,1999,3,7,19.8
14,8,1999,5.6,6.2,19
15,8,1999,1.2,5.2,18.6
16,8,1999,0,9.8,19.3
17,8,1999,0,6.8,17
18,8,1999,0,7.8,18.5
19,8,1999,0,6,20.2
20,8,1999,0.6,3.2,19.8
21,8,1999,0,9.2,18.6
22,8,1999,0,7.8,16.6
23,8,1999,0.8,6.8,18.5
24,8,1999,0.3,9.6,19.1
25,8,1999,5.7,7.6,20.1
26,8,1999,0,9.2,18.2
27,8,1999,0,10,19.9
28,8,1999,0,8.4,18.1
29,8,1999,0,9.8,19.4
30,8,1999,0,7.6,19.1
31,8,1999,0,3.6,17.3
1,9,1999,5.6,5.2,18.8
2,9,1999,0,4.8,15.4
3,9,1999,0,8.4,17.1
4,9,1999,12.7,8.1,18.9
5,9,1999,3.4,8,17.2
6,9,1999,0,4.4,16.3
7,9,1999,0,5.4,16.1
8,9,1999,0.7,5.2,15.1
9,9,1999,10,6.8,16.8
10,9,1999,33.7,6.2,15.2
11,9,1999,11.5,5.8,18.1
12,9,1999,0,10.6,16.9
13,9,1999,20,7.6,18.8
14,9,1999,2,5.2,20.2
15,9,1999,4.1,8.8,18.8
16,9,1999,1.5,4.6,18
17,9,1999,0,4.2,17.4
18,9,1999,0,4.2,19
19,9,1999,0.8,7.2,15.3
20,9,1999,0,4.2,19
21,9,1999,0.3,0.4,21.6
22,9,1999,9,3.5,19.7
23,9,1999,6.5,7.2,21.8
24,9,1999,0,8.4,19.3
25,9,1999,0.5,1.2,19
26,9,1999,0,8.2,19
27,9,1999,0.8,4.2,20.8
28,9,1999,14,7.4,18.7
29,9,1999,0,7.2,19.2
30,9,1999,0,6.4,19.5
1,10,1999,2.1,6.8,17.5
2,10,1999,4.6,6.6,18
3,10,1999,1.7,11.2,19.1
4,10,1999,2.4,9.8,19.8
5,10,1999,1,8.6,17.5
6,10,1999,2.5,9.2,18.5
7,10,1999,0,7.4,18.9
8,10,1999,0,3.4,17.5
9,10,1999,1.2,5.2,20.4
10,10,1999,1.4,9,18
11,10,1999,0,4.8,22.2
12,10,1999,1,5,21
13,10,1999,0,4.8,20.2
14,10,1999,0,6.8,17.1
15,10,1999,0,5.8,18.2
16,10,1999,0,3.6,18.3
17,10,1999,2,9.2,21.6
18,10,1999,1.5,7.2,20.3
19,10,1999,0,7.2,20.8
20,10,1999,0,9.2,20
21,10,1999,0,6,21
22,10,1999,2,8.2,22
23,10,1999,18.7,10.8,19.4
24,10,1999,1.9,10.6,20
25,10,1999,1.2,9.8,17.5
26,10,1999,13.2,6.8,18.5
27,10,1999,5.5,11.2,22.2
28,10,1999,0.8,10.4,21.1
29,10,1999,18.5,10.8,20.7
30,10,1999,2.4,9.2,19.2
31,10,1999,4.9,7.8,17.5
1,11,1999,0,6.4,17.7
2,11,1999,20.7,8.2,16.9
3,11,1999,2.2,11.8,18.5
4,11,1999,3.5,8.2,20.1
5,11,1999,0,9.4,19.8
6,11,1999,2.5,7.2,18.4
7,11,1999,4.5,10.2,17.8
8,11,1999,0,8.6,20.3
9,11,1999,0,7.2,18.2
10,11,1999,0,6.6,19.5
11,11,1999,0,7.4,20.7
12,11,1999,1.2,6.4,19.4
13,11,1999,0,10.2,20
14,11,1999,0,9,19.3
15,11,1999,0,8.2,17.8
16,11,1999,2.4,6.2,19.2
17,11,1999,0,7.2,20.6
18,11,1999,8.7,10.8,24.4
19,11,1999,1.8,10,21.9
20,11,1999,0.5,9.2,20.8
21,11,1999,0,10.6,19
22,11,1999,0,6.4,17.9
23,11,1999,0,5.2,20.8
24,11,1999,4.8,7.2,20.1
25,11,1999,7.9,9.8,20.5
26,11,1999,17,7.4,21
27,11,1999,0,9.6,20.4
28,11,1999,0,8.4,18.5
29,11,1999,0,1.8,18.9
30,11,1999,0,7.2,19.1
1,12,1999,5.2,7.4,20.2
2,12,1999,0.5,10,22
3,12,1999,0.8,10.2,21.7
4,12,1999,3.4,10.8,18.7
5,12,1999,0,9.6,19.1
6,12,1999,0.6,7,17.6
7,12,1999,14.4,11,18.5
8,12,1999,0,6.2,20.2
9,12,1999,0,9.8,21.5
10,12,1999,0,5.2,21.8
11,12,1999,0,7.4,18.5
12,12,1999,14.7,10.4,22.1
13,12,1999,0,9.6,18
14,12,1999,1.5,7.4,19.3
15,12,1999,3.2,6.2,19.9
16,12,1999,0,10.6,20.8
17,12,1999,0,5.8,20
18,12,1999,0,6,20.1
19,12,1999,0,9.8,20.6
20,12,1999,0,4.2,22.5
21,12,1999,0,8,22.7
22,12,1999,0,6,18.4
23,12,1999,0,5.2,17.1
24,12,1999,0,4,16.1
25,12,1999,0,8,19.2
26,12,1999,0,4.8,19.9
27,12,1999,0,3.8,22.8
28,12,1999,3.5,3.4,19.3
29,12,1999,0,6,19.1
30,12,1999,0,6.4,22.9
31,12,1999,5.1,3.4,19.1
1,1,2000,0,8.8,20.7
2,1,2000,0,10.2,19.6
3,1,2000,0,4.6,23.4
4,1,2000,3,-3.1,20.5
5,1,2000,0,7.4,23.9
6,1,2000,0,6.8,20.9
7,1,2000,0,5.2,19.5
8,1,2000,1.5,3.2,14.6
9,1,2000,0,7.6,17.5
10,1,2000,5.7,3,19.5
11,1,2000,0,7.2,19.9
12,1,2000,0,6.2,21.5
13,1,2000,0,6,19.2
14,1,2000,0,3.2,21.8
15,1,2000,0,7,22.6
16,1,2000,0,9.8,19.9
17,1,2000,0,5,20.8
18,1,2000,0,6.2,23.1
19,1,2000,0,1.8,22.1
20,1,2000,0,7.8,22
21,1,2000,0,5.6,18.7
22,1,2000,0,4.6,17.2
23,1,2000,0,2.6,19.2
24,1,2000,0,2.2,20.9
25,1,2000,0,5,16.8
26,1,2000,6.7,4.2,20
27,1,2000,0.2,6.8,21.4
28,1,2000,0,7.8,19.2
29,1,2000,0.8,9.2,19.6
30,1,2000,2.7,6.2,19.2
31,1,2000,0,5.4,20.7
1,2,2000,0,8,18.9
2,2,2000,0,6.4,18.6
3,2,2000,0,4.4,19.4
4,2,2000,0,1.8,18.5
5,2,2000,0,5.2,20.8
6,2,2000,0,9.2,19.9
7,2,2000,0,3.4,21.4
8,2,2000,0,2.4,19.1
9,2,2000,0,6.2,23
10,2,2000,0,8,24
11,2,2000,0,7.8,22.7
12,2,2000,0,6,24.6
13,2,2000,0,3.2,23.6
14,2,2000,0,2.6,21.9
15,2,2000,0,3.4,21.4
16,2,2000,0,5.2,21.4
17,2,2000,3,5.2,21.6
18,2,2000,9,5.8,19.8
19,2,2000,0,6.6,18
20,2,2000,0,5.2,20
21,2,2000,0.7,6.2,17.7
22,2,2000,3.7,7,21.8
23,2,2000,0,8.8,19.4
24,2,2000,1.7,9.6,20.2
25,2,2000,3,10,20.9
26,2,2000,2.3,10.6,18.9
27,2,2000,1.6,10,20.9
28,2,2000,0,7.2,21.6
29,2,2000,0.1,10,22.7
1,3,2000,0,6,20
2,3,2000,0,9.8,22.2
3,3,2000,1.5,6,21.8
4,3,2000,0,3.8,20.8
5,3,2000,0,10,20.9
6,3,2000,0,4,18.3
7,3,2000,0,6.4,17.2
8,3,2000,3,10.2,21.3
9,3,2000,2.8,9.8,19.5
10,3,2000,0,7.8,17.4
11,3,2000,0,4.4,19.9
12,3,2000,5.9,7.1,17.3
13,3,2000,0,6.8,18.6
14,3,2000,0,11.4,19.2
15,3,2000,0,5.6,19.9
16,3,2000,0,2.6,18.6
17,3,2000,2.2,7,19.2
18,3,2000,0.6,5,19
19,3,2000,0,2.6,20.1
20,3,2000,4.6,3.4,20.1
21,3,2000,18.4,9.7,18.7
22,3,2000,0.2,4.8,19.2
23,3,2000,17.3,8.4,19.1
24,3,2000,16.7,5.6,20.4
25,3,2000,3.5,8.2,19.8
26,3,2000,2.5,3,21.3
27,3,2000,3.8,9.4,21.3
28,3,2000,43.5,7.2,20.2
29,3,2000,0,6,21.5
30,3,2000,0,4.2,20.9
31,3,2000,0,2.8,21.4
1,4,2000,0,1.4,19.3
2,4,2000,0,7.4,18.3
3,4,2000,0.8,5.8,20.1
4,4,2000,24,6,18.8
5,4,2000,0.2,5.6,18.5
