day,month,year,prec,tmin,tmax
1,1,1992,0,4.2,20.6
2,1,1992,0,5.6,19.2
3,1,1992,0,5.6,20.4
4,1,1992,0,5.4,21.2
5,1,1992,0,7.2,19
6,1,1992,0,8.2,19
7,1,1992,0,7.4,21.2
8,1,1992,0,5.4,22
9,1,1992,0,3.4,18.9
10,1,1992,0,3.2,22.8
11,1,1992,0,2.8,20.2
12,1,1992,0,5.4,22.6
13,1,1992,0,6.4,24.8
14,1,1992,6.8,6.6,18.8
15,1,1992,0,8.4,23.8
16,1,1992,0,5.2,23.6
17,1,1992,0,4,21.2
18,1,1992,0,4.8,19.2
19,1,1992,0,4.6,20
20,1,1992,0,4.8,21.6
21,1,1992,0,5.6,20.8
22,1,1992,0,7.4,21.8
23,1,1992,0,8.8,21.2
24,1,1992,0,9,21.4
25,1,1992,0,8.6,21.2
26,1,1992,0,8.2,22.6
27,1,1992,0,5.8,22.6
28,1,1992,0,6,20.8
29,1,1992,3.1,6.8,20.6
30,1,1992,0,10.4,20.8
31,1,1992,10.3,10.6,21.2
1,2,1992,0,6.4,21.8
2,2,1992,0,6.8,23
3,2,1992,0,8.6,23.4
4,2,1992,0,6.8,22.2
5,2,1992,0,6,22.6
6,2,1992,0,8.2,22.4
7,2,1992,0,5.4,22.6
8,2,1992,0,8.6,20.4
9,2,1992,0,9.2,21
10,2,1992,1.3,8,22.6
11,2,1992,6.7,8.8,22
12,2,1992,0,9.6,20.6
13,2,1992,8.5,6.6,20.6
14,2,1992,0,7.8,21.6
15,2,1992,0,6.8,23.4
16,2,1992,0,7.4,21.6
17,2,1992,0,5,20.7
18,2,1992,0,5.2,20.4
19,2,1992,0,5.8,21.2
20,2,1992,0,5.6,21.6
21,2,1992,0,10.6,18.8
22,2,1992,0,10.6,22
23,2,1992,0,7.4,21.2
24,2,1992,0,4.8,19.6
25,2,1992,0,5.4,18.8
26,2,1992,0,9,22.6
27,2,1992,0,6.8,22.4
28,2,1992,0,6.8,21.4
29,2,1992,0,7.6,20.8
1,3,1992,0.3,7.2,20
2,3,1992,0,9.2,20.2
3,3,1992,0,6.6,20.2
4,3,1992,0,7.8,20.8
5,3,1992,1.4,7,19.4
6,3,1992,0,9,21.2
7,3,1992,0,9.2,21.8
8,3,1992,0,10.4,19.6
9,3,1992,0,6.8,20.8
10,3,1992,0,7.2,19.4
11,3,1992,0,6.2,21.2
12,3,1992,0,7.8,23.2
13,3,1992,0,7.6,23
14,3,1992,0,7.8,22.4
15,3,1992,0,10,23
16,3,1992,2.6,7.8,22
17,3,1992,0,8.8,22.6
18,3,1992,0,3.8,22.4
19,3,1992,0,5.6,22
20,3,1992,3,11.2,24.8
21,3,1992,3.5,5.8,23.8
22,3,1992,0,6,19.5
23,3,1992,0,3.8,19.6
24,3,1992,0,1.2,23.6
25,3,1992,0,4.2,24
26,3,1992,0.2,5.6,24
27,3,1992,0,5.8,22
28,3,1992,0.2,10.2,21.4
29,3,1992,0.1,6.8,21.2
30,3,1992,24.1,9.2,21.6
31,3,1992,9.3,8.4,20.4
1,4,1992,0,8.8,19.8
2,4,1992,0,11.2,20.4
3,4,1992,0.1,9.8,22
4,4,1992,4.2,6.8,22
5,4,1992,0,8,21.8
6,4,1992,2.2,7.4,22
7,4,1992,6.2,6.8,16
8,4,1992,0,5.4,20
9,4,1992,0,8.4,19.2
10,4,1992,0.5,7.8,19.8
11,4,1992,0,7.8,17.7
12,4,1992,0,8.6,19.8
13,4,1992,0,6,19.6
14,4,1992,0.3,8,21.8
15,4,1992,16.3,7.8,21.8
16,4,1992,7.8,9.8,21.4
17,4,1992,0.8,11.2,19.6
18,4,1992,17,9.4,19.2
19,4,1992,8.6,10,20.2
20,4,1992,2.7,9.8,18.8
21,4,1992,12.5,10.4,20.2
22,4,1992,2.5,10.8,19.8
23,4,1992,1.5,8.8,19
24,4,1992,0,10,19
25,4,1992,0,5.4,19.6
26,4,1992,5.2,9.8,18.8
27,4,1992,0.1,8.8,18.4
28,4,1992,4,8.8,18.6
29,4,1992,2.6,6.8,20.6
30,4,1992,0,7,21.2
1,5,1992,0,10.4,21.2
2,5,1992,0,9,21
3,5,1992,2.6,8,19.2
4,5,1992,2.3,9,21
5,5,1992,0,10.2,21
6,5,1992,5.5,9.2,19
7,5,1992,0,8.6,19.8
8,5,1992,0,8.2,21
9,5,1992,0,6.8,20
10,5,1992,0,7.2,18.8
11,5,1992,1.2,6.8,19
12,5,1992,0.6,10.2,19.2
13,5,1992,0,10.6,18.8
14,5,1992,0.1,7.6,18.6
15,5,1992,2.7,8.2,16.2
16,5,1992,0,6.2,18.6
17,5,1992,0.8,7.2,19.6
18,5,1992,1.2,8.4,20
19,5,1992,0.1,7.2,19.2
20,5,1992,0.3,8.8,19.2
21,5,1992,0,9.2,18.4
22,5,1992,0,8.2,18.8
23,5,1992,1.5,8.2,18.4
24,5,1992,0,9.8,19.6
25,5,1992,0,6.4,20
26,5,1992,3.4,6.6,18.2
27,5,1992,0,6.2,18.6
28,5,1992,11.3,8,18.2
29,5,1992,1.5,8.2,20.4
30,5,1992,17.2,8.2,19.2
31,5,1992,0,9.6,19.4
1,6,1992,0,9.8,19.2
2,6,1992,4.5,8.4,19.2
3,6,1992,1.2,9.6,16.6
4,6,1992,0,8,18.6
5,6,1992,0,7.2,20.6
6,6,1992,0,6.2,20.4
7,6,1992,1.8,6.4,17.6
8,6,1992,0.4,7.8,17.4
9,6,1992,1.5,7.6,18
10,6,1992,0,9.2,18.4
11,6,1992,0.5,7.4,15.2
12,6,1992,0.2,8,18.4
13,6,1992,0.2,10.3,19.4
14,6,1992,0,5,19.2
15,6,1992,0.2,4.8,17.2
16,6,1992,0,6.4,18
17,6,1992,0.6,8.6,19.6
18,6,1992,0.3,8.2,17.4
19,6,1992,5.4,7.8,17.6
20,6,1992,0,9.8,17.4
21,6,1992,0,7.4,17
22,6,1992,0,6,19.4
23,6,1992,4.7,5.6,20
24,6,1992,0.2,7.2,17
25,6,1992,0,7.2,17.6
26,6,1992,0,4,19.4
27,6,1992,1.5,9.4,18
28,6,1992,0.5,7.2,18
29,6,1992,0,7.6,18.8
30,6,1992,0,5,19
1,7,1992,0,6,19.8
2,7,1992,0.7,6.1,18.8
3,7,1992,0,6.9,16.4
4,7,1992,1,8.1,17.2
5,7,1992,1.1,6.4,17.6
6,7,1992,0,8.8,16.6
7,7,1992,1.4,7.2,17
8,7,1992,1.1,8.8,16.4
9,7,1992,0,8.4,16.4
10,7,1992,1.2,8.6,17.2
11,7,1992,0.8,6.6,18.2
12,7,1992,0,6.4,18.8
13,7,1992,4.2,6.2,18.8
14,7,1992,2.2,7.8,16.6
15,7,1992,0.3,8.2,18.8
16,7,1992,0,6.8,18.6
17,7,1992,1.1,6,18.2
18,7,1992,0,6.2,17.2
19,7,1992,0,6.2,17.8
20,7,1992,0,8.8,17.8
21,7,1992,0,6.8,18.6
22,7,1992,4,9.6,18
23,7,1992,0,6.4,16.8
24,7,1992,0,6.8,17.8
25,7,1992,2.5,8.4,17.6
26,7,1992,0,7.6,18.2
27,7,1992,0,7.8,19
28,7,1992,0,8.4,17.8
29,7,1992,5.9,6.2,17.6
30,7,1992,0,6.8,18.6
31,7,1992,4.4,5.4,18.8
1,8,1992,7.7,6.2,19
2,8,1992,0.8,8,15.6
3,8,1992,0,8.6,18.4
4,8,1992,0,6.4,17
5,8,1992,0.4,7.8,16.4
6,8,1992,0,7.4,17
7,8,1992,1.4,9,17.6
8,8,1992,0,8.8,18.8
9,8,1992,0,7.4,18.2
10,8,1992,0,7.2,17.8
11,8,1992,0.3,6.2,17.8
12,8,1992,0,7.8,17
13,8,1992,0.6,7.8,17.8
14,8,1992,0,5.4,18.2
15,8,1992,2.3,5.2,19
16,8,1992,0.8,6.8,19
17,8,1992,0,8,17.8
18,8,1992,0,6.6,20.4
19,8,1992,0,5,19.6
20,8,1992,0,5.8,19.8
21,8,1992,0,4.2,20
22,8,1992,0,6.2,19.8
23,8,1992,0,6.4,17.8
24,8,1992,0,7.2,16
25,8,1992,0.1,4.2,16.2
26,8,1992,0.1,5.8,17.6
27,8,1992,0.8,7.4,20
28,8,1992,0,9.8,17.2
29,8,1992,0,7,18.8
30,8,1992,7,6.6,19.2
31,8,1992,0,7.2,16.8
1,9,1992,0,4.4,18.6
2,9,1992,0,5,21.8
3,9,1992,3.6,6.4,19.8
4,9,1992,0,8,18.4
5,9,1992,1.8,5.2,17.8
6,9,1992,16.7,6.8,19.2
7,9,1992,0,7.4,15
8,9,1992,0,7.2,16.8
9,9,1992,1.7,6.4,17.6
10,9,1992,0.3,8.6,18.2
11,9,1992,0,3.8,18.8
12,9,1992,0.5,4.2,19.8
13,9,1992,2.3,6.2,19.2
14,9,1992,0.5,8.6,18.2
15,9,1992,0,9.2,16.2
16,9,1992,0,7,17.8
17,9,1992,2.3,2.8,19.8
18,9,1992,0,6.6,17.8
19,9,1992,0.5,5.2,18.2
20,9,1992,0.7,5.6,19.2
21,9,1992,8.2,7.8,19.6
22,9,1992,2.2,9.2,18.4
23,9,1992,0.4,6.8,20.4
24,9,1992,0.9,5.8,20.4
25,9,1992,0,7.2,17.4
26,9,1992,8.5,7.4,19.2
27,9,1992,0,8.2,16.4
28,9,1992,2.7,8,17.8
29,9,1992,0,7.6,17.4
30,9,1992,0,4.8,19.2
1,10,1992,0,6.2,19.4
2,10,1992,0,8.2,17.8
3,10,1992,0,6.6,18.8
4,10,1992,0,5.9,20.6
5,10,1992,2.4,6.4,17.6
6,10,1992,0,5.2,18.4
7,10,1992,0.6,5.2,19.2
8,10,1992,0.5,6.2,18.8
9,10,1992,0,5.8,17.2
10,10,1992,0,7.8,17.4
11,10,1992,0,7.6,17
12,10,1992,4.2,9.4,18.2
13,10,1992,0,4.6,18.8
14,10,1992,0.5,4.6,18.4
15,10,1992,0,8.4,18.2
16,10,1992,0.2,6.6,17.8
17,10,1992,0,5.6,19.8
18,10,1992,0,5.6,17.8
19,10,1992,0,8,16.2
20,10,1992,0,5.8,18.2
21,10,1992,0,6.6,18.6
22,10,1992,0,6.6,18.2
23,10,1992,0,8.2,19
24,10,1992,0,9.4,19.4
25,10,1992,0,8.6,17.8
26,10,1992,0,6,20
27,10,1992,0,8.6,19.2
28,10,1992,0,8,20.8
29,10,1992,0,8,20
30,10,1992,0,6.2,20.2
31,10,1992,0,5.2,21.2
1,11,1992,0,7,21.6
2,11,1992,0,6,22.8
3,11,1992,0,6.8,22.6
4,11,1992,0,5.4,20
5,11,1992,0,4.2,21.6
6,11,1992,14.3,6.8,20.4
7,11,1992,6.8,9.2,20.2
8,11,1992,6.5,7.4,20.6
9,11,1992,0,7.4,19.2
10,11,1992,0.4,7,18.8
11,11,1992,0,7.4,18
12,11,1992,11.5,7.6,19
13,11,1992,10.8,10.4,16.2
14,11,1992,14.2,10.4,16.8
15,11,1992,9.9,9.2,16
16,11,1992,0.3,8.8,19.2
17,11,1992,0.3,9.8,17.4
18,11,1992,0.5,8.8,18.2
19,11,1992,1.3,9.2,19.6
20,11,1992,0.2,10.8,18.4
21,11,1992,0,8.4,17
22,11,1992,6.9,6.4,20
23,11,1992,0,8.8,17.8
24,11,1992,2.2,9.6,19.2
25,11,1992,20.6,9.6,19.8
26,11,1992,0,10,18.2
27,11,1992,17.3,8.2,18.4
28,11,1992,2.7,9.4,17.2
29,11,1992,0.7,9.6,18.8
30,11,1992,3.6,9.2,20.2
1,12,1992,0.9,9.8,20.2
2,12,1992,4.8,8.4,18.2
3,12,1992,6.8,8.8,17.8
4,12,1992,0,8.4,18
5,12,1992,0,8.6,17.6
6,12,1992,2.1,7.4,19.6
7,12,1992,0,7.4,18.6
8,12,1992,0,6.4,20.2
9,12,1992,0,7.2,19.2
10,12,1992,13.6,8.8,19.4
11,12,1992,0,9.8,19.4
12,12,1992,3.6,9.6,18.6
13,12,1992,0,8.8,16.8
14,12,1992,0,7.2,18.8
15,12,1992,0,6.8,19.4
16,12,1992,5.2,7.2,20.2
17,12,1992,0,7.8,19.8
18,12,1992,0,6.8,20.6
19,12,1992,0,6.4,20.2
20,12,1992,0,6.2,20
21,12,1992,4.4,5.2,19.8
22,12,1992,0,6.2,19.6
23,12,1992,0,6.4,18.4
24,12,1992,0,3,18.2
25,12,1992,0,4.6,20
26,12,1992,0,7,19.2
27,12,1992,0,6.8,19.2
28,12,1992,0.4,7.2,20.6
29,12,1992,0,8.4,20.4
30,12,1992,0,7.2,19.4
31,12,1992,0,6.6,18.4
1,1,1993,0,7.2,20.2
2,1,1993,0,8.8,18.4
3,1,1993,0,9.2,19.4
4,1,1993,0,7.2,22
5,1,1993,14.5,7.4,19.8
6,1,1993,5.4,8.4,18
7,1,1993,0,8.6,19.2
8,1,1993,0,6.4,16.8
9,1,1993,0,6.2,19.8
10,1,1993,0,6.2,19.2
11,1,1993,0,8.2,19.2
12,1,1993,0,6.2,19.4
13,1,1993,0,6.8,16.6
14,1,1993,0,6,20
15,1,1993,0.8,6.4,18
16,1,1993,0,8.8,17
17,1,1993,1.3,7.6,20
18,1,1993,1.6,8,18
19,1,1993,0,7.6,19.2
20,1,1993,1.2,6.6,19.2
21,1,1993,0,9,18.6
22,1,1993,0,5.4,19.2
23,1,1993,0,5.8,19.8
24,1,1993,0,6,20.2
25,1,1993,0,5.2,19.8
26,1,1993,0,5,19.6
27,1,1993,0,5.6,25.2
28,1,1993,0.5,7,21.8
29,1,1993,0,7.6,20.4
30,1,1993,0,8,20.8
31,1,1993,0,7.8,21
1,2,1993,2,7.4,19.6
2,2,1993,0,8,20.6
3,2,1993,0,9.2,20.4
4,2,1993,0,9.6,20.6
5,2,1993,0,8.4,21
6,2,1993,0,6.4,19.8
7,2,1993,0,7.2,19.6
8,2,1993,0,6,19.2
9,2,1993,0,6.2,22.2
10,2,1993,0,6,21.1
11,2,1993,0.6,5.6,23.2
12,2,1993,0,8.9,21
13,2,1993,0,9.4,21.6
14,2,1993,0,7.8,20.6
15,2,1993,0,7.4,22.2
16,2,1993,0,7.2,22
17,2,1993,0,7.6,21.2
18,2,1993,0,6.4,22
19,2,1993,0,6.6,20.4
20,2,1993,0,6,21.2
21,2,1993,0,7,19.4
22,2,1993,0,7,18.4
23,2,1993,0,6.8,21.6
24,2,1993,0.8,7.4,23
25,2,1993,4.8,9.4,21.4
26,2,1993,0,8,21.4
27,2,1993,16.4,6.4,21
28,2,1993,0,6.8,20.6
1,3,1993,1.4,5.8,21.2
2,3,1993,0,6,20.7
3,3,1993,0,7.4,19.6
4,3,1993,3.5,9,19.8
5,3,1993,0,11.8,18.8
6,3,1993,0,8.5,20.3
7,3,1993,0,8.3,19.3
8,3,1993,0,2.8,19.5
9,3,1993,0,12.9,19
10,3,1993,0,7.8,14.6
11,3,1993,1.9,8.6,19.8
12,3,1993,0,9.6,18.6
13,3,1993,0,8.4,19.4
14,3,1993,1,10,16.8
15,3,1993,0,4.8,20.4
16,3,1993,0,5.4,21.2
17,3,1993,0.5,8.8,18.6
18,3,1993,0,9.6,20.6
19,3,1993,0,8.6,21
20,3,1993,0,7.4,20.2
21,3,1993,0.4,9.8,18.6
22,3,1993,9.4,10.6,20.2
23,3,1993,0,10.8,19.2
24,3,1993,0.6,9.6,18.4
25,3,1993,0.6,8.1,17.4
26,3,1993,2,8.8,20.4
27,3,1993,18.6,9.8,23.8
28,3,1993,16.1,9.4,20.2
29,3,1993,0,10.4,20.4
30,3,1993,0,9.8,20.2
31,3,1993,0,10.2,19.8
1,4,1993,0,9.6,21.2
2,4,1993,0,9,19
3,4,1993,0,7.6,19
4,4,1993,0,7,19.2
5,4,1993,0,7.2,20
6,4,1993,0,11.3,20.8
7,4,1993,0.8,9.2,18
8,4,1993,1.6,9,17.6
9,4,1993,4.2,10.2,17.4
10,4,1993,2.1,9.4,19.4
11,4,1993,0,9.2,19.6
12,4,1993,12.5,8.8,21.2
13,4,1993,1.5,8.4,21.2
14,4,1993,4.1,8.4,17.2
15,4,1993,6,11.1,21.2
16,4,1993,14,8.6,22.3
17,4,1993,7.6,10,18.6
18,4,1993,40.1,9.6,19.3
19,4,1993,0,10.3,18.4
20,4,1993,20.5,8.4,19.2
21,4,1993,5.3,10,19.6
22,4,1993,0,9.8,19.4
23,4,1993,1.2,4.2,19.2
24,4,1993,0,9.2,19.6
25,4,1993,0,9.6,20.4
26,4,1993,0,11.8,18.4
27,4,1993,0,9,18.6
28,4,1993,1,8.8,19.4
29,4,1993,0.9,11.2,19.6
30,4,1993,1,9.8,19.6
1,5,1993,18.1,9.8,17.2
2,5,1993,3.4,11.2,19.8
3,5,1993,0.4,10.8,18
4,5,1993,5.4,9.4,19.5
5,5,1993,12.7,11.2,19.5
6,5,1993,2.5,11.2,18.8
7,5,1993,0,10.4,17.4
8,5,1993,0.4,8,18.2
9,5,1993,2.1,10,18.8
10,5,1993,0,9.6,18.2
11,5,1993,14.7,9.8,20.6
12,5,1993,0.2,7.4,20
13,5,1993,0.6,10.4,17.4
14,5,1993,5.2,11.4,18.8
15,5,1993,0,11.2,18.6
16,5,1993,0.5,10,18.4
17,5,1993,9.9,10.8,17.2
18,5,1993,1.9,9.2,18
19,5,1993,1.6,8.2,17.8
20,5,1993,1,7.8,17.4
21,5,1993,0,7.8,19.3
22,5,1993,0,10.4,19.8
23,5,1993,6.7,10.6,18.6
24,5,1993,0.6,9.2,18.4
25,5,1993,16.4,8.6,19
26,5,1993,10.3,9.8,17.4
27,5,1993,0.5,9.6,17.4
28,5,1993,11.1,6.8,19.6
29,5,1993,0.7,10.6,17
30,5,1993,0,7.8,16.8
31,5,1993,0,8.8,16.4
1,6,1993,0,10.6,17.4
2,6,1993,0,8.2,17.4
3,6,1993,0,8.6,18.6
4,6,1993,0.6,7.6,19.8
5,6,1993,6.9,5.8,18.6
6,6,1993,0.2,6.4,18.6
7,6,1993,0.1,8.2,18.8
8,6,1993,0,7.2,19.4
9,6,1993,0,8.6,17.6
10,6,1993,0.3,8.8,18.8
11,6,1993,0,10,17.8
12,6,1993,5.9,10.8,18.5
13,6,1993,0,10.4,17.4
14,6,1993,0.6,6.8,17.2
15,6,1993,3,5.4,17.6
16,6,1993,0.3,8,16.6
17,6,1993,0.5,7.6,17.8
18,6,1993,0,7.4,16.8
19,6,1993,0.4,8.2,17.2
20,6,1993,0.8,10.3,17.8
21,6,1993,1.2,6.8,18.2
22,6,1993,0,8.4,15.2
23,6,1993,0,6.8,18.3
24,6,1993,0,6.7,17.6
25,6,1993,0.9,7.8,18.4
26,6,1993,0,8.6,16.6
27,6,1993,0,9.6,17.8
28,6,1993,0,7.8,18
29,6,1993,0,10.8,17.4
30,6,1993,0,7.9,18.4
1,7,1993,1.2,9.4,17.8
2,7,1993,10.8,8.6,18.6
3,7,1993,0,8.6,19
4,7,1993,0.7,8.4,18
5,7,1993,2.8,8.2,16.4
6,7,1993,0,8,17
7,7,1993,0.5,5.4,18.6
8,7,1993,0,5.4,19.8
9,7,1993,1.8,8,17.6
10,7,1993,1.2,9.4,18
11,7,1993,3,9.2,15
12,7,1993,0,6.2,18.6
13,7,1993,2.1,6,18.4
14,7,1993,0,7.8,18.8
15,7,1993,1.2,9,19.8
16,7,1993,0,7.3,15.4
17,7,1993,0.5,8.6,16
18,7,1993,0,7.2,18.2
19,7,1993,0,9.2,19
20,7,1993,1.2,9.4,17.6
21,7,1993,0,8.8,17.6
22,7,1993,2.5,7.6,17.5
23,7,1993,5,7.8,19.8
24,7,1993,15,7.2,18.2
25,7,1993,0,4.8,18.6
26,7,1993,4.1,6.2,17.8
27,7,1993,0,5.8,19.4
28,7,1993,0.6,4.2,20
29,7,1993,7.4,5.4,18
30,7,1993,2.4,6.8,18.2
31,7,1993,5.4,7,15.8
1,8,1993,0,7,16
2,8,1993,0,6.4,18.4
3,8,1993,0,6.6,17.4
4,8,1993,0,8.4,16.4
5,8,1993,0,9.6,17.2
6,8,1993,0.1,9,15.8
7,8,1993,0,7.2,18.4
8,8,1993,2,7.7,18.6
9,8,1993,0.4,6.4,16.8
10,8,1993,0.6,9.8,18.4
11,8,1993,0.3,8.6,18.6
12,8,1993,0,7.2,19.4
13,8,1993,0.9,8.2,17.4
14,8,1993,6.2,7.4,17.3
15,8,1993,0.3,7.2,18.8
16,8,1993,0,7.8,19.4
17,8,1993,0.5,8.4,17.1
18,8,1993,0,8.6,18.4
19,8,1993,0,4.6,18
20,8,1993,0,5.4,18.2
21,8,1993,0,6.4,18.8
22,8,1993,0,6.4,18.4
23,8,1993,0,5.2,18.2
24,8,1993,0.2,6.4,17
25,8,1993,0.1,7.8,18.4
26,8,1993,4.2,5.6,17.8
27,8,1993,1.2,8.2,18.4
28,8,1993,0.9,6.2,16.6
29,8,1993,0,5.4,18.6
30,8,1993,0.2,5.2,17.8
31,8,1993,0.4,5.8,20
1,9,1993,0,5.6,18.6
2,9,1993,0.5,8.7,16.8
3,9,1993,0.6,8.2,17.4
4,9,1993,0,6.2,18.2
5,9,1993,0.8,5.2,17
6,9,1993,0,8.2,17.4
7,9,1993,0,7.8,19.8
8,9,1993,0.7,4.6,19.2
9,9,1993,0.1,5.6,18.8
10,9,1993,17,7.8,17.8
11,9,1993,0.7,6.8,18.2
12,9,1993,3.7,6.2,18.6
13,9,1993,2.4,8.8,19
14,9,1993,0,7.8,15.8
15,9,1993,1.1,8.2,17.4
16,9,1993,0.8,9.9,18.8
17,9,1993,0.2,6.9,16.9
18,9,1993,0,7.4,18.2
19,9,1993,0,5.2,19.2
20,9,1993,0,5.8,20.3
21,9,1993,0,6.2,19
22,9,1993,0.5,5.2,20.4
23,9,1993,0,8.2,18.2
24,9,1993,0,6.2,18.4
25,9,1993,9.2,6.9,17.4
26,9,1993,1.6,7.2,19.4
27,9,1993,0,9.8,18.2
28,9,1993,0,8,18.2
29,9,1993,0,8.2,17.8
30,9,1993,1.1,8.6,17.8
1,10,1993,0,5.2,19.8
2,10,1993,0.4,6.8,19.4
3,10,1993,0,6.4,17.8
4,10,1993,0,6.8,20.4
5,10,1993,0,4.4,18.2
6,10,1993,0,6.2,18.2
7,10,1993,6.2,7.2,17.2
8,10,1993,0,9,18
9,10,1993,0.3,6.2,18.2
10,10,1993,0.4,8.2,17.4
11,10,1993,0,6.2,16.8
12,10,1993,0,6.4,18
13,10,1993,0,2,18.4
14,10,1993,1.4,6.2,18
15,10,1993,2,3.7,20.1
16,10,1993,12.2,4.9,20.4
17,10,1993,1.3,8.2,18.4
18,10,1993,6.1,9.2,18.8
19,10,1993,1,8.3,18.9
20,10,1993,0,8.8,18.6
21,10,1993,0.5,7.8,19.2
22,10,1993,0,7.4,19.4
23,10,1993,0,7.2,19.2
24,10,1993,0,8.8,19.4
25,10,1993,0,7.2,17.5
26,10,1993,0,8.2,20.4
27,10,1993,0,7.2,19.8
28,10,1993,0,7.4,17.8
29,10,1993,5.3,8.8,21.8
30,10,1993,0.6,6.9,18.4
31,10,1993,0.2,6.7,17.4
1,11,1993,0.3,8.4,18.4
2,11,1993,0,9,18.2
3,11,1993,9.5,8.8,16.2
4,11,1993,14.9,9.2,18.8
5,11,1993,0,8.2,19.2
6,11,1993,0,8.4,19
7,11,1993,0,9.2,19
8,11,1993,1.2,6.8,18.4
9,11,1993,4.7,7.2,19.4
10,11,1993,15.9,9.2,20.2
11,11,1993,6.7,9.8,19.2
12,11,1993,1.2,10.2,18.2
13,11,1993,0.4,9.8,18.8
14,11,1993,7.5,10.8,17.8
15,11,1993,10,9.2,19.6
16,11,1993,0.2,10.2,17.4
17,11,1993,0.5,8.8,19.8
18,11,1993,0.2,8.4,20.4
19,11,1993,0.5,7.4,20.4
20,11,1993,0,8.6,19.2
21,11,1993,0,9.2,20.4
22,11,1993,0.2,6.2,20.4
23,11,1993,0,7.4,19.2
24,11,1993,0,8.2,18.2
25,11,1993,0,8.8,23.4
26,11,1993,0,7.8,18.2
27,11,1993,0,9.8,19.2
28,11,1993,15.2,9.2,17.8
29,11,1993,12.5,9.2,17.4
30,11,1993,7.5,10.2,18.8
1,12,1993,0.1,9.2,18.4
2,12,1993,0,9.8,18.6
3,12,1993,7.6,10.2,18.2
4,12,1993,0.5,7.8,18.4
5,12,1993,0.5,9.2,18.8
6,12,1993,0,8.2,19
7,12,1993,0,8.4,18.8
8,12,1993,0,7.2,19.8
9,12,1993,0,7.2,20
10,12,1993,0,7.8,19.6
11,12,1993,4.2,7.2,19.2
12,12,1993,0.1,7.8,18.8
13,12,1993,0.5,8.4,19.2
14,12,1993,18,8.6,18.8
15,12,1993,0,8.4,19.4
16,12,1993,0,10,20.4
17,12,1993,0,7.2,19.2
18,12,1993,0,6.8,19.8
19,12,1993,0,8.2,19.8
20,12,1993,0,6.8,20
21,12,1993,0,6.2,21.6
22,12,1993,0,6.4,20.2
23,12,1993,0,4.9,21.6
24,12,1993,0,4.6,21.4
25,12,1993,0,4.2,19.4
26,12,1993,0,5.4,21.8
27,12,1993,0,4.2,20.8
28,12,1993,0,4.8,20.8
29,12,1993,0,6.8,19.8
30,12,1993,0,4.2,21.4
31,12,1993,0,3.2,21.4
1,1,1994,0,5.4,21.4
2,1,1994,0,6.2,20.2
3,1,1994,0,5.4,21.4
4,1,1994,10.8,6.8,20.8
5,1,1994,0,7.4,21.2
6,1,1994,0,9.2,18.8
7,1,1994,0,9,19.8
8,1,1994,0,9.2,19.6
9,1,1994,4.5,8.2,21.2
10,1,1994,3.5,10.2,20
11,1,1994,0.5,6.4,17.4
12,1,1994,0,10,19
13,1,1994,0.2,8.2,18.2
14,1,1994,0.4,6,18.8
15,1,1994,0,7.6,18
16,1,1994,3.7,8.6,21.6
17,1,1994,0,8.4,20
18,1,1994,0,8,21.2
19,1,1994,0,7.2,21.4
20,1,1994,0,7.2,22.4
21,1,1994,0,10.4,20.6
22,1,1994,0,6.2,21.4
23,1,1994,0,6.6,22
24,1,1994,0,3.4,20.8
25,1,1994,0,3.8,19.4
26,1,1994,0,5,18.8
27,1,1994,0,6.4,20.4
28,1,1994,9.1,6.8,21.8
29,1,1994,0,6.8,21.4
30,1,1994,0,8.2,19.8
31,1,1994,2.1,5.2,21.4
1,2,1994,3.3,6,17.4
2,2,1994,0,9.2,24.4
3,2,1994,3.5,9.2,20.4
4,2,1994,3,9,20.6
5,2,1994,5.3,8,17.2
6,2,1994,0,10.2,19.4
7,2,1994,0,5.2,18.8
8,2,1994,0,7.4,19.8
9,2,1994,0,8.2,18
10,2,1994,0,6.2,20.2
11,2,1994,0,6.2,20.2
12,2,1994,0,7.4,22.2
13,2,1994,0,6.2,20.2
14,2,1994,0,7.2,20.4
15,2,1994,0,8.8,20.2
16,2,1994,0,8.4,21
17,2,1994,0,10.2,20.4
18,2,1994,0,8.2,18.8
19,2,1994,0,8.4,19.8
20,2,1994,0.5,5.2,19.8
21,2,1994,7.6,9.8,19.4
22,2,1994,0,10.2,18.4
23,2,1994,0,10.2,19.8
24,2,1994,12.6,10.8,16
25,2,1994,7.1,10.2,18.6
26,2,1994,2.7,10,19.2
27,2,1994,3.1,10.4,16.8
28,2,1994,11,9.2,19.8
1,3,1994,0,8,21.4
2,3,1994,0,9.2,20.8
3,3,1994,10.7,8.8,21.2
4,3,1994,0,9.8,21.4
5,3,1994,0,8.2,19.8
6,3,1994,0,8.2,20.4
7,3,1994,0,7.2,21.2
8,3,1994,0,8,21.2
9,3,1994,0,8.2,19.8
10,3,1994,0,7.4,19.6
11,3,1994,2.5,9.2,19.4
12,3,1994,2.6,9.8,19.6
13,3,1994,0,9.4,16.4
14,3,1994,1.3,10,18.2
15,3,1994,0,10.2,19.2
16,3,1994,0.8,10.4,19.2
17,3,1994,0.4,8.4,20.4
18,3,1994,0,10.4,21.2
19,3,1994,0,8.4,20.2
20,3,1994,0,8.4,18
21,3,1994,0.2,7.2,21.2
