day,month,year,prec,tmax,tmin
1,1,1988,1,29.09,20.06
2,1,1988,0.26,29.72,21.08
3,1,1988,2.39,30.51,20.06
4,1,1988,5.01,28.58,19.94
5,1,1988,0.3,29.09,19.49
6,1,1988,0.05,30.23,18.98
7,1,1988,0,29.96,18.7
8,1,1988,0,30.8,18.47
9,1,1988,0,31.54,19.5
10,1,1988,0.07,32.04,20.03
11,1,1988,0.26,30.98,20.28
12,1,1988,0.61,30.73,19.91
13,1,1988,0.41,30.63,20.17
14,1,1988,0.39,30.22,18.93
15,1,1988,0.52,30.41,19.15
16,1,1988,0.24,30.67,18.73
17,1,1988,0.15,30.59,18.56
18,1,1988,0.16,31.29,18.04
19,1,1988,0.06,32.27,19.29
20,1,1988,0,32.05,19.48
21,1,1988,0.03,31.61,17.41
22,1,1988,0.18,30.74,18.39
23,1,1988,0,30.18,18.94
24,1,1988,0.01,31.14,18
25,1,1988,0.31,31.25,18.59
26,1,1988,2.08,28.22,18.04
27,1,1988,0.25,25.1,17.02
28,1,1988,0.07,26.61,16.38
29,1,1988,0.08,27.55,16.96
30,1,1988,0.16,29.13,17.87
31,1,1988,0.12,28.62,20.02
1,2,1988,0.22,31.93,19.46
2,2,1988,0.62,29.98,20.32
3,2,1988,0.29,30.19,20.61
4,2,1988,0.15,31.81,19.66
5,2,1988,0.74,30.82,19.51
6,2,1988,2.76,30.24,18.58
7,2,1988,0.19,29.69,18.81
8,2,1988,0.24,30.27,17.46
9,2,1988,0.1,31.12,18.37
10,2,1988,0.32,31.57,18.56
11,2,1988,0.36,30.55,18.55
12,2,1988,0.02,28.92,19.74
13,2,1988,0.24,30.6,19.02
14,2,1988,0.86,29.47,18.85
15,2,1988,0.06,32.39,18.92
16,2,1988,0.15,31.89,19.94
17,2,1988,0.04,32.13,19.54
18,2,1988,0,32.52,19.29
19,2,1988,0.01,33.24,18.02
20,2,1988,0,35.18,19.37
21,2,1988,0.19,34.06,19.54
22,2,1988,0.15,31.72,19.75
23,2,1988,0.01,29.5,19.84
24,2,1988,0.05,31.71,19.07
25,2,1988,0.04,31.43,19.51
26,2,1988,0.12,30.84,19.11
27,2,1988,0,30.72,18.14
28,2,1988,0,30.89,16.41
29,2,1988,0,31.03,17.09
1,3,1988,0,29.68,17.17
2,3,1988,0,30.78,16.47
3,3,1988,0,31.9,17.68
4,3,1988,0.22,32.9,18.73
5,3,1988,1.27,31.69,19.98
6,3,1988,0,33.07,19.71
7,3,1988,0,32.64,18.21
8,3,1988,0,32.99,18.59
9,3,1988,0,34.27,18.64
10,3,1988,0,34.54,18.71
11,3,1988,0,34.42,20.38
12,3,1988,0,34.48,18.54
13,3,1988,0,35.18,19.63
14,3,1988,0.83,36.5,19.75
15,3,1988,1.71,33.14,21.82
16,3,1988,0.02,31.08,20.79
17,3,1988,0,32.4,19.33
18,3,1988,0,33.29,18.88
19,3,1988,0,33.26,19.58
20,3,1988,0.09,31.88,19.99
21,3,1988,0.07,31.89,19.42
22,3,1988,0.03,32.07,19.05
23,3,1988,0,32.14,19
24,3,1988,0,32.63,19.28
25,3,1988,0,32.22,18.82
26,3,1988,0,32.42,18.42
27,3,1988,0,32.75,19.61
28,3,1988,0,33.08,19.91
29,3,1988,0,33.72,19.68
30,3,1988,0,33.53,20.46
31,3,1988,0.01,33.4,19.65
1,4,1988,0.15,33.5,19.55
2,4,1988,0.11,33.89,20.39
3,4,1988,0,34.13,20.78
4,4,1988,0,34.28,20.17
5,4,1988,0,34.18,20.54
6,4,1988,0.01,33.89,20.87
7,4,1988,0,34.36,20.98
8,4,1988,0,34.38,21.19
9,4,1988,1.65,33.58,19.99
10,4,1988,3.83,34.11,20.75
11,4,1988,3.05,33.74,20.24
12,4,1988,0.25,30.53,20.75
13,4,1988,0.69,30.09,19.77
14,4,1988,0.6,33.31,18.03
15,4,1988,0,34.8,20.27
16,4,1988,0.03,35.07,20.95
17,4,1988,0.04,31.39,21.72
18,4,1988,0,32.89,21.64
19,4,1988,0.03,37.02,20.54
20,4,1988,0.87,36.16,22.12
21,4,1988,0.89,35.7,21.39
22,4,1988,0,35.96,21.04
23,4,1988,0,34.49,20.6
24,4,1988,0,34.69,18.45
25,4,1988,0,34.95,19.47
26,4,1988,0,35.55,20.67
27,4,1988,0,35.74,20.4
28,4,1988,0,34.91,21.35
29,4,1988,0,35.17,21.23
30,4,1988,0.01,36.28,21.01
1,5,1988,0.53,37.66,21.53
2,5,1988,0.13,36.73,23.93
3,5,1988,0.07,32.24,24.07
4,5,1988,0,33.13,22.24
5,5,1988,0,35.87,21.82
6,5,1988,0.03,33.82,19.67
7,5,1988,0,34.87,21.33
8,5,1988,0,35,19.83
9,5,1988,0,35.41,18.37
10,5,1988,0.08,35.53,21.43
11,5,1988,0.34,34.91,21.51
12,5,1988,0,33.65,22.31
13,5,1988,0,34.5,21.32
14,5,1988,0,35.8,21.37
15,5,1988,0.73,34.09,22.59
16,5,1988,1.46,30.43,21.86
17,5,1988,0.79,35.28,21.13
18,5,1988,1.25,35.82,22.51
19,5,1988,3.16,34.38,23.2
20,5,1988,0.17,32.9,23.3
21,5,1988,0.3,35.15,22.61
22,5,1988,0.15,34.15,22.4
23,5,1988,0.01,34.57,22.72
24,5,1988,0.01,34.81,22.4
25,5,1988,0.04,35.57,22.79
26,5,1988,0.09,34.74,22.54
27,5,1988,1.95,35.08,22.89
28,5,1988,6.41,28.16,22.07
29,5,1988,0.39,25.62,21.06
30,5,1988,0.61,30.95,20.77
31,5,1988,3.71,32.75,19.76
1,6,1988,6.54,32.91,21.45
2,6,1988,3.44,34.16,20.11
3,6,1988,0.09,32.29,21.31
4,6,1988,0.1,29.89,22.36
5,6,1988,8.37,31.83,21.71
6,6,1988,8.36,27.9,20.59
7,6,1988,0.07,32.12,20.63
8,6,1988,0.01,33.68,20.27
9,6,1988,0.57,30.24,21.91
10,6,1988,2.09,30.8,21.12
11,6,1988,1.03,28.73,21.21
12,6,1988,0.81,31.01,19.93
13,6,1988,4.68,31.97,20.48
14,6,1988,5,28.21,20.38
15,6,1988,0.65,33.56,20.52
16,6,1988,7.1,33.47,20.65
17,6,1988,1.11,32.91,21.21
18,6,1988,3.19,33.03,20.58
19,6,1988,2.38,29.16,21.28
20,6,1988,1.81,29.16,20.28
21,6,1988,0.74,31.64,19.57
22,6,1988,0.73,27.84,20.96
23,6,1988,0.22,30.1,19.3
24,6,1988,0.12,29.17,21.01
25,6,1988,0,32.8,21.01
26,6,1988,0,33.78,20.94
27,6,1988,0.01,34,21.29
28,6,1988,0.14,34.72,21.24
29,6,1988,0.09,30.45,22.2
30,6,1988,0.24,34.18,21.11
1,7,1988,3.47,29.58,21.23
2,7,1988,7.02,26.76,20.53
3,7,1988,27.13,28.57,20.35
4,7,1988,2.27,27.19,20.52
5,7,1988,0.14,31.11,20.99
6,7,1988,0.51,31.71,20.56
7,7,1988,2.47,30.42,20.77
8,7,1988,1.61,28.21,19.95
9,7,1988,0.45,32.33,19.21
10,7,1988,2.67,27.39,20.93
11,7,1988,2.09,24.22,20.74
12,7,1988,0.19,30.74,20.41
13,7,1988,1.03,26.52,20.63
14,7,1988,0.91,29.88,21.04
15,7,1988,0.04,31.24,20.99
16,7,1988,1.47,30.55,20.32
17,7,1988,2.19,27.8,21.48
18,7,1988,0.01,31.97,20.09
19,7,1988,0,33.25,20.59
20,7,1988,0.17,32.31,20.86
21,7,1988,0.07,29.7,21.8
22,7,1988,0.02,31.18,21.26
23,7,1988,0.19,30.44,21.25
24,7,1988,0.02,29.36,20.99
25,7,1988,0,30.76,21.17
26,7,1988,0.01,33.41,20.64
27,7,1988,0.17,31.61,21.08
28,7,1988,0.72,27.87,20.33
29,7,1988,0.19,27.88,20.08
30,7,1988,2.69,30.68,20.3
31,7,1988,2.46,29.15,20.37
1,8,1988,0.03,30.71,19.84
2,8,1988,0.64,32.79,19.81
3,8,1988,3.92,27.36,21.11
4,8,1988,0.01,31.16,19.95
5,8,1988,6.03,31.05,20.46
6,8,1988,6.77,26.26,19.91
7,8,1988,0.04,26.96,21.21
8,8,1988,0.46,31.3,20.01
9,8,1988,4.25,32.37,20.33
10,8,1988,4.47,28.62,20.59
11,8,1988,1.26,29.84,20.75
12,8,1988,4.46,27.82,20.63
13,8,1988,1.43,31.06,19.64
14,8,1988,3.05,30.4,20.72
15,8,1988,5.81,31.93,21.22
16,8,1988,4.15,31.53,20.4
17,8,1988,1.9,32.65,21.2
18,8,1988,6.81,31.56,20.95
19,8,1988,7.87,31.59,19.94
20,8,1988,16.34,30.35,20.4
21,8,1988,6.26,28.71,21.21
22,8,1988,2.1,29.27,20.58
23,8,1988,6.61,30.5,19.81
24,8,1988,8.82,30.21,20.02
25,8,1988,10.37,25.24,21.15
26,8,1988,2.45,25.86,20.63
27,8,1988,1.52,28.73,20.17
28,8,1988,5.53,27.9,20.73
29,8,1988,0.97,29.65,20.08
30,8,1988,3.46,30.55,19.53
31,8,1988,2.43,30.92,20.31
1,9,1988,3.05,30.35,21.2
2,9,1988,8.94,27.67,20.62
3,9,1988,2.86,26.91,20.72
4,9,1988,0.55,28.41,19.91
5,9,1988,0.05,28.89,20.21
6,9,1988,0.45,30.75,19.88
7,9,1988,1.74,30.05,21.56
8,9,1988,2.31,29.9,21.04
9,9,1988,4.3,31.65,21.37
10,9,1988,14.73,29.91,21.02
11,9,1988,7.13,28.91,20.38
12,9,1988,0.26,25.69,20.38
13,9,1988,0.18,29.37,19.48
14,9,1988,6.79,27.65,21.31
15,9,1988,35.78,26.1,20.76
16,9,1988,0.26,25.87,20.22
17,9,1988,2.5,26.15,20.04
18,9,1988,4.06,27.32,18.76
19,9,1988,4.15,28.8,19.46
20,9,1988,5.4,28.69,19.53
21,9,1988,1.83,30.45,19.77
22,9,1988,1.94,30.39,20.04
23,9,1988,4.44,30.41,19.9
24,9,1988,13.4,27.93,20.26
25,9,1988,0.99,28.51,19.6
26,9,1988,4.69,26.66,18.88
27,9,1988,8.91,27.4,17.7
28,9,1988,14.83,26.66,18.89
29,9,1988,1.77,26.96,19.32
30,9,1988,0.95,29.59,18.48
1,10,1988,0.01,29.77,19.2
2,10,1988,0.08,29.71,19.76
3,10,1988,0,30.26,20.13
4,10,1988,0.02,30.75,20.01
5,10,1988,0.11,29.82,20.85
6,10,1988,0.99,26.55,21.35
7,10,1988,2.06,28.64,21.29
8,10,1988,1.07,28.4,20.36
9,10,1988,0.7,28.97,20.78
10,10,1988,0.52,29.31,19.31
11,10,1988,1.31,29.66,18.93
12,10,1988,2.46,27.15,20.79
13,10,1988,1.54,29.33,19.9
14,10,1988,1.07,27.86,19.29
15,10,1988,0.15,29.75,18.68
16,10,1988,0.38,29.97,21.21
17,10,1988,0.33,30.23,20.54
18,10,1988,0.28,30.63,19.96
19,10,1988,0.2,31.54,19.87
20,10,1988,0.54,31.5,20.5
21,10,1988,0.28,31.6,19.84
22,10,1988,4.89,25.99,21.29
23,10,1988,4.45,25.31,21.41
24,10,1988,0.73,29.93,20.78
25,10,1988,2.1,30.1,21.45
26,10,1988,4.78,29.12,20.14
27,10,1988,1.39,29.97,18.22
28,10,1988,0.42,30.68,19.94
29,10,1988,0.05,30.92,20.14
30,10,1988,0.02,31.32,20.11
31,10,1988,0.01,31.69,20.06
1,11,1988,0.02,27.16,20.56
2,11,1988,0.62,31.37,19.2
3,11,1988,3.49,30.57,19.65
4,11,1988,0.01,32.26,19.57
5,11,1988,0.04,33.62,20.53
6,11,1988,0.12,30.82,21.91
7,11,1988,0,31.05,21.77
8,11,1988,0.17,30.72,20.85
9,11,1988,2,29.4,20.11
10,11,1988,0.08,31.04,20.27
11,11,1988,0.31,31.38,20.24
12,11,1988,0.61,31.01,19.78
13,11,1988,0.15,31.26,20.03
14,11,1988,0.05,30.91,19.8
15,11,1988,0.05,31.13,17.46
16,11,1988,0,32.15,18.8
17,11,1988,0.01,32.11,20.55
18,11,1988,0.04,31.94,19.89
19,11,1988,0.12,32.78,20.24
20,11,1988,0.27,32.49,20.76
21,11,1988,0.28,28.55,21.65
22,11,1988,0.1,27.39,21.44
23,11,1988,0.06,30.52,19.54
24,11,1988,0.02,31.29,19.88
25,11,1988,0,30.75,19.43
26,11,1988,0,31.16,18.46
27,11,1988,0.22,31.3,18.48
28,11,1988,1.82,23.12,19.72
29,11,1988,0.06,28.57,20.39
30,11,1988,0.02,28.32,19.81
1,12,1988,0.05,26.35,19.01
2,12,1988,0.74,26.04,17.58
3,12,1988,1.81,25.71,19.25
4,12,1988,0.03,28.3,18.6
5,12,1988,0.11,29.06,19.76
6,12,1988,0,29.26,19.44
7,12,1988,0,28.23,19.26
8,12,1988,0.13,27.04,18.87
9,12,1988,1.21,25.05,19.15
10,12,1988,0.29,27.39,19.63
11,12,1988,0,29.25,17.86
12,12,1988,0.02,29.4,18
13,12,1988,0.12,29.51,17.42
14,12,1988,0.06,29.55,18.35
15,12,1988,0,29.68,18.15
16,12,1988,0.04,29.96,17.84
17,12,1988,0.26,28.38,18.98
18,12,1988,0.29,28.05,18.14
19,12,1988,0.09,27.76,17.68
20,12,1988,0.33,29.06,17.38
21,12,1988,0.04,29.08,18.64
22,12,1988,0,29.63,19.47
23,12,1988,0.05,29,17.46
24,12,1988,0.16,29.66,17.81
25,12,1988,0.4,29.91,18.76
26,12,1988,0.22,29.9,19.36
27,12,1988,0.01,30.11,18.92
28,12,1988,0.04,30.05,18.34
29,12,1988,0.03,30.09,19.51
30,12,1988,0.14,29.84,18.79
31,12,1988,0.01,30.79,18.71
1,1,1989,0,30.38,19.11
2,1,1989,0,30.29,19.42
3,1,1989,0.01,30.26,19.21
4,1,1989,0.07,30.34,19.52
5,1,1989,0,29.21,18.23
6,1,1989,0,29.56,17.16
7,1,1989,0.1,29.57,18.23
8,1,1989,0.42,29.34,18.09
9,1,1989,0.25,29.7,18.04
10,1,1989,0.24,29.8,18.94
11,1,1989,0,28.91,17.79
12,1,1989,0.04,29.35,18.57
13,1,1989,0.1,30.27,19.06
14,1,1989,0.67,29.93,19.03
15,1,1989,1.3,29.12,19.71
16,1,1989,0.01,29.85,18.65
17,1,1989,0.05,29.7,18.24
18,1,1989,0,29.44,18.35
19,1,1989,0.01,29.7,18.93
20,1,1989,0.02,30.08,17.86
21,1,1989,0.02,30.78,18.73
22,1,1989,0.11,30.7,19.24
23,1,1989,0.15,30.25,18.92
24,1,1989,0.11,30.82,19.61
25,1,1989,0.14,30.35,19.25
26,1,1989,0.58,29.43,18.89
27,1,1989,0,29.68,18.73
28,1,1989,0.04,29.26,18.6
29,1,1989,0.07,29.34,17.76
30,1,1989,0.1,29.56,17.22
31,1,1989,0.48,29.13,18.76
1,2,1989,0.02,29.52,18
2,2,1989,0.15,29.53,19.27
3,2,1989,0,29.53,18.63
4,2,1989,0.02,29.63,18.51
5,2,1989,0.37,29.31,17.43
6,2,1989,0.57,28.89,17.58
7,2,1989,0.39,29.33,17.7
8,2,1989,0.07,29.45,18.66
9,2,1989,0.01,28.85,18.02
10,2,1989,0.04,28.65,17.8
11,2,1989,0.05,28.34,17.5
12,2,1989,0.09,27.98,18.16
13,2,1989,0.34,29.13,17.63
14,2,1989,0.61,29.22,17.15
15,2,1989,0.26,29.66,17.99
16,2,1989,0,29.73,18.1
17,2,1989,0.01,30.71,17.73
18,2,1989,0.05,31.34,18.39
19,2,1989,0,32.09,18.79
20,2,1989,0.01,32.06,19.52
21,2,1989,0.01,33.04,18.43
22,2,1989,0.33,33.06,19.34
23,2,1989,0.15,25.66,15.58
24,2,1989,0.04,25.68,14.44
25,2,1989,0.02,25.49,15.06
26,2,1989,0,27.53,15.29
27,2,1989,0,30.12,14.46
28,2,1989,0,33.68,17.59
1,3,1989,0,33.99,19.76
2,3,1989,0,33.76,19.84
3,3,1989,0,34.27,19.52
4,3,1989,0.14,33.94,18.54
5,3,1989,0.25,33.2,18.58
6,3,1989,0.34,31.66,19.27
7,3,1989,0.26,29.75,19.16
8,3,1989,0.06,29.12,17.2
9,3,1989,0.03,29.49,14.94
10,3,1989,0.16,26.96,13.73
11,3,1989,0,28.92,15.43
12,3,1989,0.01,29.63,14.67
13,3,1989,0.03,30.71,13.13
14,3,1989,0,31.45,14.22
15,3,1989,0,32.35,15.83
16,3,1989,0,32.72,18.35
17,3,1989,0.03,32.89,19.21
18,3,1989,0.16,31.88,19.12
19,3,1989,0,32.18,18.89
20,3,1989,0,32.59,18.81
21,3,1989,0,32.98,19.11
22,3,1989,0,33.06,18.92
23,3,1989,0,32.38,18.34
24,3,1989,0.08,31.45,18.36
25,3,1989,0.01,31.48,18.65
26,3,1989,0,32.44,19.03
27,3,1989,0,31.93,18.35
28,3,1989,0,32.29,18.38
29,3,1989,0,33.49,18.03
30,3,1989,0,34.05,19.08
31,3,1989,0,33.73,19.31
1,4,1989,0,32.15,19.63
2,4,1989,0,31.88,18.56
3,4,1989,0,31.65,18.88
4,4,1989,0.01,32.21,18.73
5,4,1989,0.05,33.01,19.36
6,4,1989,0.1,32.43,20
7,4,1989,0.21,31.7,20.03
8,4,1989,0,32.75,19.92
9,4,1989,0.05,33.63,19.9
10,4,1989,0.21,33.47,19.42
11,4,1989,0.03,33.12,20.06
12,4,1989,0.1,33.16,20.16
13,4,1989,0.05,33.24,19.52
14,4,1989,0,33.03,20.47
15,4,1989,0.18,33.54,20.88
16,4,1989,0.19,33.73,20.47
17,4,1989,0.02,33.91,20.31
18,4,1989,0.01,34.6,20.43
19,4,1989,0.05,32.77,21.1
20,4,1989,0.01,32.19,20.59
21,4,1989,0.03,31.87,20.89
22,4,1989,0.02,31.59,21.6
23,4,1989,0,33.27,20.42
24,4,1989,0.01,34.68,19.79
25,4,1989,0.07,33.46,21.66
26,4,1989,0,33.9,21.17
27,4,1989,0.1,33.51,21.95
28,4,1989,0.26,35.06,21.03
29,4,1989,0.03,34.82,21.04
30,4,1989,0,35.44,20.58
1,5,1989,0.41,35.89,21.2
2,5,1989,1.07,34.47,21.39
3,5,1989,0.05,33.34,21.71
4,5,1989,0.14,33.5,21.46
5,5,1989,0.08,33.93,20.44
6,5,1989,0.02,33.84,20.84
7,5,1989,0.43,33.6,21.57
8,5,1989,1.02,32.05,20.96
9,5,1989,0.24,33.24,20.95
10,5,1989,0.35,35.01,21.34
11,5,1989,1.26,33.37,21.71
12,5,1989,5.49,30.89,21.99
13,5,1989,7.66,31.01,21.41
14,5,1989,0.06,33.42,21.6
15,5,1989,0.57,34.17,22.26
16,5,1989,0.2,34.53,22.67
17,5,1989,0,34.92,22.14
18,5,1989,0,34.85,21.72
19,5,1989,0,34.57,21.05
20,5,1989,0,34.16,21.13
21,5,1989,0.01,31.46,20.71
22,5,1989,0.16,31.35,21.81
23,5,1989,1.75,29.22,21.82
24,5,1989,0.34,26.22,21.09
25,5,1989,0.09,31.27,20.49
26,5,1989,0.1,30.82,20.95
27,5,1989,0.13,33.23,20.16
28,5,1989,0.01,33.67,19.89
29,5,1989,0.02,33.91,20.78
30,5,1989,0.03,31.71,21.72
31,5,1989,0.01,34.01,20.95
1,6,1989,0.05,33.41,21.85
2,6,1989,0.21,32.95,21.71
3,6,1989,0.32,32.77,21.61
4,6,1989,1.33,31.36,21.68
5,6,1989,0.49,31.64,20.68
6,6,1989,0.01,33.63,21.09
7,6,1989,0.4,34.35,20.99
8,6,1989,0.24,29.77,21.65
9,6,1989,0.31,31.02,21.11
10,6,1989,0.29,32.05,21.93
11,6,1989,0.54,33.25,21.84
12,6,1989,6.27,32.25,20.43
13,6,1989,1.12,32.11,21.09
14,6,1989,2.76,31.67,20.18
15,6,1989,8.42,30.37,20.8
16,6,1989,12.99,28.35,21.15
17,6,1989,0.79,30.54,20.65
18,6,1989,0.2,31.5,20.4
19,6,1989,0.13,31.93,20.67
20,6,1989,0.58,31.4,20.2
21,6,1989,0.31,30.48,20.93
22,6,1989,0,33.15,19.93
23,6,1989,0,33.45,20.79
24,6,1989,0.02,34.2,21.2
25,6,1989,1.84,34.28,21.64
26,6,1989,8.54,32.38,20.98
27,6,1989,0.91,32.36,20.53
28,6,1989,2.12,31.93,21.03
29,6,1989,0.01,32.31,21.06
30,6,1989,0.2,32.4,19.81
1,7,1989,0.79,30.3,20.47
2,7,1989,0.62,31.4,20.07
3,7,1989,4.05,29.39,20.02
4,7,1989,3.4,31.18,18.81
5,7,1989,0.62,31.95,19.35
6,7,1989,1.31,29.79,21.06
7,7,1989,0.81,28.8,19.81
8,7,1989,0.17,31.69,19.77
9,7,1989,1.45,28.72,19.25
10,7,1989,2.56,30.27,19.32
11,7,1989,1.46,28.51,20.31
12,7,1989,0,32.1,20.35
13,7,1989,0.01,30.86,20.48
14,7,1989,0.01,30.57,21.49
15,7,1989,0,32.65,22.04
16,7,1989,0,33.3,21.39
17,7,1989,0.06,33.47,21.2
18,7,1989,0.18,30.8,21.84
19,7,1989,1.62,31.52,20.69
20,7,1989,2.25,29.43,20.02
21,7,1989,0.02,29.94,19.04
22,7,1989,1.95,29.04,19.24
23,7,1989,1.29,26.71,18.66
24,7,1989,1.15,32.26,19.08
25,7,1989,0.77,31.23,19.91
26,7,1989,2.76,32.41,20.21
27,7,1989,5.16,30.48,19.4
28,7,1989,0.77,26.17,20.56
29,7,1989,0.95,31.9,19.64
30,7,1989,0.51,32.88,19.59
31,7,1989,0.17,32.76,20.57
1,8,1989,2.19,31.6,20.26
2,8,1989,1.73,32.07,20.56
3,8,1989,3.99,28.18,20.09
4,8,1989,0.11,32.35,18.84
5,8,1989,0,34.39,20.09
6,8,1989,0,34.74,20.36
7,8,1989,0.21,34.69,20
8,8,1989,2.27,31.33,21.38
9,8,1989,0.09,33.41,18.36
10,8,1989,0.51,32.03,21.75
11,8,1989,4.59,31.3,19.82
12,8,1989,2.72,28.4,20.35
13,8,1989,0.53,32.58,19.82
14,8,1989,0.24,34.5,21.26
15,8,1989,1.53,31.34,21.42
16,8,1989,0.05,29.72,21.49
17,8,1989,0.03,32.46,21.02
18,8,1989,0.15,33.93,21.4
19,8,1989,0.51,33.31,21.14
20,8,1989,0.75,34.46,22.04
21,8,1989,0.12,33.57,21.38
22,8,1989,0.14,34.13,21.5
23,8,1989,0.83,33.51,22.28
24,8,1989,0.15,31.83,22.27
25,8,1989,13.02,33.71,21.94
26,8,1989,36.17,25.78,20.95
27,8,1989,0.24,29.71,20.08
28,8,1989,0.08,30.63,19.9
29,8,1989,0.17,29.5,20.76
30,8,1989,0.1,31.31,18.2
31,8,1989,0.55,31.75,20.34
1,9,1989,1.09,32.72,20.37
2,9,1989,1.34,30.01,21.47
3,9,1989,1.67,30.93,20.53
4,9,1989,1.04,30.91,19.55
5,9,1989,2.91,31.72,18.57
6,9,1989,0.26,32.36,20.69
7,9,1989,0.31,31.9,18.67
8,9,1989,0.11,29.73,21.51
9,9,1989,0.45,31.37,21.83
10,9,1989,1.63,32.39,21.49
11,9,1989,1.51,30.79,20.83
12,9,1989,0.64,33.53,18.61
13,9,1989,2.99,32.55,21.27
14,9,1989,2.83,30.71,21.09
15,9,1989,3.03,29.83,20.67
16,9,1989,3.94,31.06,20.33
17,9,1989,5.24,29.83,21.03
18,9,1989,3.51,30.48,20.76
19,9,1989,2.41,28.14,20.38
20,9,1989,1.77,28.73,21.36
21,9,1989,2.63,31.13,20.32
22,9,1989,1.62,30.94,20.4
23,9,1989,1.58,28.53,20.79
24,9,1989,0.51,31.84,19.72
25,9,1989,0.95,31.87,20.7
26,9,1989,2.02,30.41,21.06
27,9,1989,3.09,28.19,21.09
28,9,1989,1.92,31.38,19.81
29,9,1989,0.96,30.86,20.15
30,9,1989,6.24,27.75,21.36
1,10,1989,1.25,30,20.46
2,10,1989,0.19,30.99,20.82
3,10,1989,1.78,31.44,21.67
4,10,1989,2.04,30.31,21.11
5,10,1989,0.61,31.43,21.2
6,10,1989,1.46,31.61,20.5
7,10,1989,0.17,31.93,20
8,10,1989,0.39,31.08,21.4
9,10,1989,0.02,31.96,20.85
10,10,1989,0.4,32.02,21.32
11,10,1989,1.7,28.66,20.68
12,10,1989,1.16,30.98,20.16
13,10,1989,1.95,28.77,19.52
14,10,1989,7.82,29.56,19.05
15,10,1989,0.66,30.53,19.49
16,10,1989,0.42,31.6,20.41
17,10,1989,0.59,32,19.01
18,10,1989,0.27,32.57,19.96
19,10,1989,1.37,31.86,20.79
20,10,1989,0.31,31.51,20.49
21,10,1989,0.18,31.09,20.47
22,10,1989,0.42,31.09,20.86
23,10,1989,0.31,31.45,21.11
24,10,1989,0.04,30.7,20.12
25,10,1989,0.05,31.06,20.56
26,10,1989,0.01,31.36,20.67
27,10,1989,0.01,31.22,19.76
28,10,1989,0.01,32,19.92
29,10,1989,0,32.17,20.35
30,10,1989,0,32.73,20.36
31,10,1989,0,32.32,20.31
1,11,1989,0,32.34,19.74
2,11,1989,0.04,31.31,20.56
3,11,1989,4.44,30.2,19.95
4,11,1989,7.09,27.76,18.88
5,11,1989,3.7,25.91,20.49
6,11,1989,4.29,29.68,20.02
7,11,1989,0.93,31.28,17.92
8,11,1989,2.98,31.24,18.81
9,11,1989,6.82,30.6,20.2
10,11,1989,3.6,29.6,19.47
11,11,1989,0.37,30.43,18.78
12,11,1989,6.06,25.64,19.9
13,11,1989,6.84,24.3,19.44
14,11,1989,0.75,29.2,19.71
15,11,1989,0.09,30.71,19.32
16,11,1989,0.03,31.12,19.6
17,11,1989,0.09,29.97,19.87
18,11,1989,0.06,29.31,20.12
19,11,1989,0.61,29.34,21.08
20,11,1989,2.18,29.92,20.81
21,11,1989,0.05,30.69,19.71
22,11,1989,0.01,30.93,19.8
23,11,1989,0.03,32.52,19.5
24,11,1989,0.17,31.36,20.36
25,11,1989,0.42,29.81,19.59
26,11,1989,0.9,30.09,20.44
27,11,1989,0.3,30.1,20.51
28,11,1989,0.44,32.68,20.2
29,11,1989,3.55,28.26,21.25
30,11,1989,18.36,27.36,20.35
1,12,1989,0,28.35,19.98
2,12,1989,0,29.34,20.01
3,12,1989,0.59,30.86,18.44
4,12,1989,3.29,28.29,19.36
5,12,1989,1.54,25.2,18.7
6,12,1989,7.83,27.87,19.48
7,12,1989,12.58,27,20.08
8,12,1989,6.15,26.9,19.42
9,12,1989,0.43,28.83,19.14
10,12,1989,0.03,28.9,19.03
11,12,1989,0.03,29.1,18.17
12,12,1989,0.12,28.88,16.78
13,12,1989,0.3,28.59,16.51
14,12,1989,0.22,28.54,18.85
15,12,1989,0.32,28.04,17.67
16,12,1989,0.03,28.49,16.46
17,12,1989,0.02,28.1,16.81
18,12,1989,0.08,29.33,15.38
19,12,1989,0.35,29.19,17.52
20,12,1989,1,28.4,18.55
21,12,1989,0.01,28.84,16.92
22,12,1989,0.03,29.23,15.9
23,12,1989,0.08,28.94,18.45
24,12,1989,0.09,23.75,13.84
25,12,1989,0.1,24.9,13.73
26,12,1989,0.12,23.91,14.37
27,12,1989,0.1,25.27,15.08
28,12,1989,0.04,27.52,13.34
29,12,1989,0.57,29.07,17.31
30,12,1989,1.25,28.51,18.11
31,12,1989,0.08,29.52,17.86
1,1,1990,0.47,29.36,17.63
2,1,1990,0.32,28.58,17.89
3,1,1990,0.81,28.86,17.52
4,1,1990,1.52,28.69,18.11
5,1,1990,0.15,29.48,18.75
6,1,1990,0.02,29.23,18.75
7,1,1990,0,28.42,16.68
8,1,1990,0.13,28.52,16.08
9,1,1990,0.07,28.87,16.37
10,1,1990,0.03,28.24,17.94
11,1,1990,0.5,28.25,18.6
12,1,1990,0.85,28.29,17.99
13,1,1990,0.09,28.89,17.29
14,1,1990,0.38,28.68,18.3
15,1,1990,1.25,28.75,18.7
16,1,1990,1.34,28.94,18.39
17,1,1990,1.96,27.88,18.53
18,1,1990,0.88,28.88,17.92
19,1,1990,2.05,29.49,18.69
20,1,1990,4.96,28.46,18.03
